game_id,agent_id,round_1,round_2,vote_1,vote_2,target_changed,justified,unjustified_reversal,raw_llm_response,parse_failed
Game_mixtral_8x7B_Run63_0116_0841,Agent_4,1,2,Agent_0,Agent_7,True,True,False,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_7"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_mixtral_8x7B_Run63_0116_0841,Agent_6,1,2,Agent_0,Agent_7,True,True,False,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_7"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_mixtral_8x7B_Run63_0116_0841,Agent_2,1,2,Agent_0,Agent_7,True,True,False,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_7"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_mixtral_8x7B_Run63_0116_0841,Agent_5,1,2,Agent_0,Agent_7,True,True,False,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_7"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_9,1,2,Agent_0,Agent_8,True,True,False,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_2,1,2,Agent_0,Agent_8,True,True,False,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_2,2,3,Agent_8,Agent_5,False,True,False,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": null,
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_3,1,2,Agent_0,Agent_8,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_3,2,3,Agent_8,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_3,3,6,Agent_1,Agent_5,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_5"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_5,1,2,Agent_0,Agent_8,True,True,False,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_5,2,3,Agent_8,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_5,3,6,Agent_1,Agent_1,False,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run96_0116_0101,Agent_8,1,2,Agent_0,Agent_1,True,True,False,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_4,1,2,Agent_0,Agent_2,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_2,1,2,Agent_0,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_5,1,2,Agent_0,Agent_2,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_5,2,3,Agent_2,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_2"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_6,1,2,Agent_0,Agent_2,True,True,False,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_6,2,3,Agent_2,Agent_9,True,False,True,"```json
{
  ""suspect_1"": ""Agent_2"",
  ""suspect_2"": ""Agent_9"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_3,1,2,Agent_0,Agent_2,True,False,True,"{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run22_0116_0019,Agent_3,2,3,Agent_2,Agent_6,False,True,False,"```json
{
  ""suspect_1"": ""Agent_2"",
  ""suspect_2"": null,
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_3,3,4,Agent_6,Agent_9,True,True,False,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_9"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_9,1,2,Agent_0,Agent_2,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_9,2,3,Agent_2,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_2"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run22_0116_0019,Agent_9,3,4,Agent_6,,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": null,
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_9,1,2,Agent_1,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_9,2,3,Agent_6,,False,True,False,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_3,1,2,Agent_1,Agent_0,True,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_6,1,2,Agent_1,Agent_3,True,False,True,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_6,2,3,Agent_3,Agent_9,,True,False,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": null,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_2,1,2,Agent_1,Agent_3,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run49_0116_0037,Agent_2,2,3,Agent_3,Agent_9,False,True,False,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_2,3,4,Agent_9,Agent_8,True,True,False,"{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}",False
Game_hermes4_70B_Run49_0116_0037,Agent_8,1,2,Agent_1,Agent_0,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run49_0116_0037,Agent_8,2,3,Agent_0,Agent_9,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_9"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run49_0116_0037,Agent_8,3,4,Agent_9,,True,False,True,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_8,1,2,Agent_1,Agent_5,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_5"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run18_0116_0019,Agent_3,1,2,Agent_1,Agent_8,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run18_0116_0019,Agent_3,2,3,Agent_8,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_5"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_3,3,4,Agent_6,Agent_2,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_5,1,2,Agent_1,Agent_8,True,False,True,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_2,1,2,Agent_1,Agent_5,True,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_5"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_2,2,3,Agent_5,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_5"",
  ""suspect_2"": null,
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_2,3,4,Agent_6,Agent_3,True,False,True,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_7,1,2,Agent_1,Agent_8,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_7,2,3,Agent_8,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_6,1,2,Agent_1,Agent_8,True,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_8"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run18_0116_0019,Agent_6,2,3,Agent_8,Agent_3,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_3,1,2,Agent_8,Agent_0,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_9,1,2,Agent_8,Agent_0,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_9,2,3,Agent_0,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_0"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_5,1,2,Agent_8,Agent_0,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_5,2,3,Agent_0,Agent_1,True,False,True,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_6,1,2,Agent_8,Agent_0,True,False,True,"```json
{
  ""suspect_1"": ""Agent_8"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run47_0116_0037,Agent_6,2,3,Agent_0,Agent_1,True,False,True,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_2,1,2,Agent_9,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_2,2,3,Agent_6,Agent_3,,True,False,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": null,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_6,1,2,Agent_9,Agent_3,True,False,True,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_7,1,2,Agent_9,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_4,1,2,Agent_9,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_4,2,3,Agent_6,Agent_3,True,True,False,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_3,1,2,Agent_9,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run59_0116_0043,Agent_3,2,3,Agent_6,Agent_2,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_5,1,2,Agent_1,Agent_9,True,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_9"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_9,1,2,Agent_1,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_9,2,3,Agent_6,Agent_0,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_6,1,2,Agent_1,Agent_5,False,True,False,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": null,
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_8,1,2,Agent_1,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_8,2,3,Agent_6,Agent_9,True,False,True,"```json
{
  ""suspect_1"": null,
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_2,1,2,Agent_1,Agent_6,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_6"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run48_0116_0037,Agent_2,2,3,Agent_6,Agent_9,False,True,False,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": null,
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run54_0116_0040,Agent_9,1,2,Agent_1,Agent_0,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run54_0116_0040,Agent_5,1,2,Agent_1,Agent_0,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run54_0116_0040,Agent_3,1,2,Agent_1,Agent_0,True,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run54_0116_0040,Agent_4,1,2,Agent_1,Agent_0,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run54_0116_0040,Agent_7,1,2,Agent_1,Agent_0,True,True,False,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run54_0116_0040,Agent_6,1,2,Agent_1,Agent_0,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_0"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run33_0116_0028,Agent_4,2,3,Agent_6,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_9"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run33_0116_0028,Agent_7,2,3,Agent_6,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run33_0116_0028,Agent_7,3,4,Agent_1,Agent_2,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run33_0116_0028,Agent_7,4,5,Agent_2,Agent_2,False,True,False,"{
  ""suspect_1"": ""Agent_2"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}",False
Game_hermes4_70B_Run33_0116_0028,Agent_9,2,3,Agent_6,Agent_1,True,False,True,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": ""Agent_1"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run33_0116_0028,Agent_9,3,4,Agent_1,Agent_2,True,False,True,"{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_2"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run33_0116_0028,Agent_2,2,3,Agent_6,Agent_1,False,True,False,"```json
{
  ""suspect_1"": ""Agent_6"",
  ""suspect_2"": null,
  ""target_changed"": false,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run33_0116_0028,Agent_2,3,4,Agent_1,Agent_9,True,False,True,"```json
{
  ""suspect_1"": ""Agent_1"",
  ""suspect_2"": ""Agent_9"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
Game_hermes4_70B_Run33_0116_0028,Agent_2,4,5,Agent_9,Agent_7,True,True,False,"{
  ""suspect_1"": ""Agent_9"",
  ""suspect_2"": ""Agent_7"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}",False
Game_hermes4_70B_Run61_0116_0043,Agent_2,1,4,Agent_5,Agent_3,True,False,True,"{
  ""suspect_1"": ""Agent_5"",
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}",False
Game_hermes4_70B_Run61_0116_0043,Agent_9,1,4,Agent_5,Agent_3,True,True,False,"```json
{
  ""suspect_1"": ""Agent_5"",
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": true,
  ""unjustified_reversal"": false
}
```",False
Game_hermes4_70B_Run61_0116_0043,Agent_6,1,4,Agent_5,Agent_3,True,False,True,"```json
{
  ""suspect_1"": ""Agent_5"",
  ""suspect_2"": ""Agent_3"",
  ""target_changed"": true,
  ""justification_provided"": false,
  ""unjustified_reversal"": true
}
```",False
